user_id,gender,age,height_cm,weight_kg,body_type,goal,activity,diet,spicy_pref,bmi
SU001211,female,37,150.1,44.1,meso,maintain,high,veg,medium,19.6
SU001212,female,52,152.9,47.6,meso,maintain,high,veg,medium,20.4
SU001213,male,24,169,60.2,meso,gain,low,veg,low,21.1
SU001214,male,20,171.6,69,endo,gain,med,non-veg,medium,23.4
SU001215,female,43,163.5,50.4,ecto,gain,low,non-veg,high,18.9
SU001216,male,27,168.7,54.9,ecto,gain,med,non-veg,high,19.3
SU001217,female,47,163.2,52.4,ecto,gain,low,non-veg,high,19.7
SU001218,female,44,158.4,48.4,ecto,maintain,med,non-veg,low,19.3
SU001219,male,52,179.8,74.6,meso,maintain,low,non-veg,medium,23.1
SU001220,male,30,175.5,59.8,ecto,gain,high,non-veg,medium,19.4
SU001221,female,34,163.3,55.2,meso,maintain,med,veg,medium,20.7
SU001222,male,51,174.5,67.7,meso,maintain,med,veg,high,22.2
SU001223,female,31,161.1,47.7,ecto,gain,med,non-veg,low,18.4
SU001224,female,22,156.8,58.8,endo,maintain,low,non-veg,medium,23.9
SU001225,male,33,169.2,62.5,meso,gain,med,non-veg,medium,21.8
SU001226,male,28,178.7,80.4,endo,maintain,high,non-veg,high,25.2
SU001227,female,25,155.5,50.8,meso,maintain,med,veg,low,21
SU001228,male,57,177,67.1,meso,maintain,high,non-veg,medium,21.4
SU001229,male,30,176.8,67.4,meso,gain,med,veg,medium,21.6
SU001230,female,20,163.2,58.1,meso,maintain,med,non-veg,high,21.8
SU001231,male,54,167.3,67.9,endo,gain,high,non-veg,high,24.3
SU001232,male,20,166.9,58.2,meso,gain,med,non-veg,high,20.9
SU001233,male,44,167.3,66.2,endo,gain,low,non-veg,high,23.7
SU001234,male,39,182.9,88.5,endo,maintain,high,veg,high,26.5
SU001235,female,51,163.6,53,ecto,maintain,med,non-veg,medium,19.8
SU001236,female,23,161.5,49.3,ecto,gain,low,non-veg,medium,18.9
SU001237,male,37,169.4,56,ecto,maintain,med,veg,medium,19.5
SU001238,male,29,164.7,59.8,meso,maintain,low,non-veg,high,22
SU001239,male,58,176.5,71.6,meso,loss,low,non-veg,low,23
SU001240,male,37,164.7,51.3,ecto,maintain,med,veg,low,18.9
SU001241,male,35,171.4,73,endo,maintain,low,veg,medium,24.8
SU001242,female,58,166.9,58.2,meso,maintain,low,non-veg,medium,20.9
SU001243,female,40,167.5,62.2,meso,maintain,med,veg,medium,22.2
SU001244,male,34,170.5,57.9,ecto,gain,low,non-veg,medium,19.9
SU001245,female,55,158.8,52.1,meso,gain,med,non-veg,high,20.7
SU001246,male,44,174.5,66.1,meso,loss,low,non-veg,low,21.7
SU001247,male,19,171.2,62.4,meso,maintain,med,non-veg,medium,21.3
SU001248,female,48,153.3,49.2,meso,gain,low,non-veg,high,20.9
SU001249,male,44,173.9,65.1,meso,maintain,low,non-veg,medium,21.5
SU001250,male,54,175.1,80.8,endo,maintain,low,veg,high,26.4
SU001251,male,40,175.8,65.3,meso,loss,low,veg,low,21.1
SU001252,male,45,168.6,54.8,ecto,gain,low,non-veg,high,19.3
SU001253,female,24,154.4,50,meso,maintain,med,non-veg,high,21
SU001254,male,42,162.1,52.6,ecto,gain,med,veg,high,20
SU001255,female,56,156.4,51.3,meso,maintain,low,non-veg,high,21
SU001256,female,41,157.8,54.2,meso,maintain,high,non-veg,high,21.8
SU001257,male,49,168.4,54.1,ecto,maintain,low,non-veg,medium,19.1
SU001258,female,20,154.8,44.5,ecto,maintain,high,veg,medium,18.6
SU001259,male,40,177.2,70,meso,maintain,low,non-veg,high,22.3
SU001260,female,18,160.4,53.3,meso,maintain,high,non-veg,high,20.7
SU001261,male,56,169.3,74.5,endo,loss,high,non-veg,high,26
SU001262,male,45,160.8,53.8,meso,gain,med,non-veg,low,20.8
SU001263,female,30,158.3,54.4,meso,maintain,med,non-veg,medium,21.7
SU001264,male,56,172.4,67.2,meso,maintain,low,veg,medium,22.6
SU001265,male,36,167.3,57.8,meso,maintain,low,veg,medium,20.7
SU001266,male,29,168.8,55.3,ecto,maintain,low,non-veg,medium,19.4
SU001267,female,57,153.4,41.2,ecto,maintain,high,non-veg,high,17.5
SU001268,male,56,171,76.5,endo,loss,med,non-veg,medium,26.2
SU001269,female,45,159.9,56.1,meso,gain,low,non-veg,high,21.9
SU001270,male,54,169.6,54.7,ecto,gain,low,non-veg,high,19
SU001271,female,54,160.9,55.7,meso,maintain,med,non-veg,high,21.5
SU001272,male,36,167.2,52.2,ecto,maintain,med,veg,medium,18.7
SU001273,female,24,157.8,48.5,ecto,gain,low,veg,low,19.5
SU001274,female,52,169.2,61.3,meso,maintain,high,veg,medium,21.4
SU001275,female,49,171.5,60.9,ecto,maintain,med,non-veg,medium,20.7
SU001276,female,23,162.4,49.5,ecto,gain,high,non-veg,medium,18.8
SU001277,male,27,173.3,69.1,meso,maintain,low,non-veg,medium,23
SU001278,female,33,160,51.9,meso,maintain,med,non-veg,high,20.3
SU001279,male,25,171.4,63.7,meso,maintain,low,veg,high,21.7
SU001280,female,56,154,44.6,ecto,gain,med,non-veg,medium,18.8
SU001281,female,50,149.1,43.9,meso,gain,med,non-veg,medium,19.7
SU001282,male,43,174.5,58.2,ecto,gain,med,veg,medium,19.1
SU001283,female,55,157.6,52.5,meso,gain,high,non-veg,medium,21.1
SU001284,female,19,157.8,49.9,meso,maintain,low,non-veg,medium,20
SU001285,female,53,159.3,53.2,meso,maintain,low,non-veg,medium,21
SU001286,male,38,167.6,54.5,ecto,gain,low,veg,medium,19.4
SU001287,female,33,155.7,59.6,endo,loss,high,non-veg,low,24.6
SU001288,female,22,156.7,48.5,ecto,gain,low,non-veg,high,19.8
SU001289,male,44,157.9,60.3,endo,maintain,high,non-veg,high,24.2
SU001290,male,36,160.8,60.7,endo,gain,high,non-veg,low,23.5
SU001291,female,45,150.7,52.8,endo,maintain,low,non-veg,high,23.2
SU001292,female,27,154.9,56.6,endo,loss,med,veg,low,23.6
SU001293,female,33,155.6,54.6,endo,loss,low,non-veg,medium,22.6
SU001294,male,27,173.4,67.5,meso,maintain,low,non-veg,medium,22.4
SU001295,male,54,171.6,62.2,meso,maintain,med,non-veg,medium,21.1
SU001296,female,34,150.8,46.1,meso,maintain,low,veg,medium,20.3
SU001297,female,48,163.1,56.1,meso,gain,low,veg,low,21.1
SU001298,female,59,155.8,42.8,ecto,gain,med,veg,high,17.6
SU001299,female,32,162.1,55.1,meso,maintain,low,veg,high,21
SU001300,male,51,163.6,65.4,endo,gain,med,non-veg,low,24.4
SU001301,male,35,174,67,meso,loss,med,non-veg,high,22.1
SU001302,female,29,159.6,53.4,meso,loss,med,veg,medium,21
SU001303,female,53,162.7,49.6,ecto,maintain,med,non-veg,high,18.7
SU001304,male,55,170.2,66.8,endo,maintain,med,veg,high,23.1
SU001305,male,30,165.1,57.5,meso,loss,med,non-veg,low,21.1
SU001306,female,25,155.7,50.8,meso,maintain,med,non-veg,medium,21
SU001307,male,34,164.8,69.6,endo,maintain,med,non-veg,low,25.6
SU001308,male,39,171.7,61.1,ecto,gain,med,veg,medium,20.7
SU001309,female,18,165.8,58.1,meso,gain,high,non-veg,low,21.1
SU001310,female,39,162.6,57.8,meso,loss,med,veg,high,21.9
SU001311,female,38,162.2,61.5,endo,loss,med,non-veg,high,23.4
SU001312,female,28,168.7,74,endo,maintain,med,veg,high,26
SU001313,female,35,156.5,46.9,ecto,gain,low,non-veg,high,19.1
SU001314,female,46,163.7,59.9,meso,loss,med,non-veg,low,22.4
SU001315,female,40,161.7,56.4,meso,maintain,low,non-veg,medium,21.6
SU001316,female,19,156.3,49.2,meso,loss,med,veg,medium,20.1
SU001317,female,35,158.8,50.1,ecto,loss,low,veg,medium,19.9
SU001318,female,49,153.4,41.1,ecto,maintain,high,non-veg,low,17.5
SU001319,female,46,155.3,55.4,endo,loss,low,veg,high,23
SU001320,male,55,181.3,66.3,ecto,maintain,low,veg,low,20.2
SU001321,female,53,169.6,64,meso,maintain,low,veg,high,22.2
SU001322,female,46,164.4,57.1,meso,loss,low,veg,low,21.1
SU001323,female,34,150.2,46.6,meso,maintain,high,veg,medium,20.7
SU001324,male,50,176.8,71.7,meso,maintain,med,non-veg,high,22.9
SU001325,female,36,170.3,63.5,meso,maintain,med,non-veg,medium,21.9
SU001326,male,54,170.3,73.7,endo,maintain,med,non-veg,high,25.4
SU001327,female,47,167.8,60,meso,maintain,high,non-veg,medium,21.3
SU001328,female,19,163.8,54.6,meso,maintain,low,non-veg,medium,20.4
SU001329,male,34,169.7,73.6,endo,gain,med,non-veg,medium,25.6
SU001330,male,30,168.7,70.5,endo,maintain,low,veg,low,24.8
SU001331,male,52,169.8,60.7,meso,gain,low,non-veg,high,21.1
SU001332,male,31,168.6,66,endo,gain,low,non-veg,high,23.2
SU001333,male,46,168.3,71.7,endo,maintain,high,veg,low,25.3
SU001334,male,23,173.5,71.1,endo,loss,med,non-veg,medium,23.6
SU001335,female,56,166,59.3,meso,maintain,high,non-veg,low,21.5
SU001336,female,19,163.9,50.9,ecto,gain,high,non-veg,high,18.9
SU001337,male,45,165.6,69.7,endo,loss,med,veg,high,25.4
SU001338,female,59,151.1,48.4,endo,maintain,low,non-veg,low,21.2
SU001339,male,48,168.9,69,endo,loss,low,non-veg,high,24.2
SU001340,male,29,167.1,65.1,endo,gain,high,non-veg,high,23.3
SU001341,male,28,176.5,58.8,ecto,loss,low,non-veg,medium,18.9
SU001342,male,48,165,51.9,ecto,gain,high,non-veg,low,19.1
SU001343,male,28,186.4,69.7,ecto,maintain,low,veg,medium,20.1
SU001344,female,26,166.4,70.8,endo,maintain,high,veg,medium,25.6
SU001345,female,60,148.7,44.1,meso,maintain,high,non-veg,low,19.9
SU001346,male,27,172.5,61.3,ecto,loss,low,veg,medium,20.6
SU001347,male,34,168.4,55.9,ecto,gain,med,veg,high,19.7
SU001348,male,38,165.7,56.3,meso,gain,med,non-veg,high,20.5
SU001349,female,58,170.4,54.9,ecto,maintain,low,veg,low,18.9
SU001350,female,48,162.3,62.3,endo,gain,low,non-veg,high,23.7
SU001351,female,57,154.6,46.6,ecto,maintain,med,non-veg,medium,19.5
SU001352,female,49,159.5,62.4,endo,maintain,med,veg,high,24.5
SU001353,female,45,157.2,51.7,meso,maintain,high,veg,low,20.9
SU001354,female,37,160.8,57.3,meso,loss,med,non-veg,high,22.2
SU001355,male,27,167.1,64.7,endo,gain,low,veg,high,23.2
SU001356,male,52,178.5,69.7,meso,loss,low,non-veg,medium,21.9
SU001357,male,58,180.3,73,meso,gain,med,non-veg,high,22.5
SU001358,female,21,171.7,77.2,endo,gain,high,veg,high,26.2
SU001359,female,38,155.1,46.8,ecto,gain,high,veg,medium,19.5
SU001360,male,21,170.2,75.6,endo,gain,low,non-veg,low,26.1
SU001361,male,43,173.2,78.7,endo,maintain,med,non-veg,low,26.2
SU001362,female,25,158,50.4,meso,maintain,med,non-veg,low,20.2
SU001363,female,18,156.4,50.5,meso,maintain,med,non-veg,high,20.6
SU001364,female,27,157.5,45.4,ecto,gain,high,non-veg,medium,18.3
SU001365,female,34,156.2,46.8,ecto,maintain,med,non-veg,high,19.2
SU001366,male,23,162,65.9,endo,maintain,med,non-veg,medium,25.1
SU001367,female,44,158.6,48.2,ecto,maintain,low,non-veg,high,19.2
SU001368,female,40,147.1,40,ecto,gain,low,non-veg,low,18.5
SU001369,female,24,152.5,55.8,endo,maintain,high,non-veg,medium,24
SU001370,male,56,168.7,53.2,ecto,gain,high,non-veg,low,18.7
SU001371,male,41,171.7,65.4,meso,maintain,med,non-veg,high,22.2
SU001372,female,54,158.3,61,endo,maintain,low,non-veg,high,24.3
SU001373,male,31,181.5,75,meso,maintain,low,non-veg,low,22.8
SU001374,female,40,154.8,55.1,endo,loss,low,non-veg,low,23
SU001375,female,58,154.9,44,ecto,maintain,med,veg,high,18.3
SU001376,male,49,170.5,74.5,endo,loss,low,non-veg,high,25.6
SU001377,female,24,153.5,52.1,endo,gain,low,non-veg,medium,22.1
SU001378,female,40,152.2,45.5,meso,loss,med,non-veg,low,19.6
SU001379,male,55,168.5,62.4,meso,loss,med,non-veg,medium,22
SU001380,male,23,170.6,61.3,meso,maintain,high,non-veg,high,21.1
SU001381,female,43,167.7,55.5,ecto,gain,med,non-veg,high,19.7
SU001382,female,32,152.5,46.2,meso,gain,low,non-veg,medium,19.9
SU001383,male,33,167.5,71.6,endo,maintain,med,non-veg,low,25.5
SU001384,female,44,174.8,67.5,meso,maintain,high,veg,low,22.1
SU001385,female,34,151.2,48.1,meso,maintain,high,non-veg,medium,21
SU001386,female,22,169.4,67.9,endo,maintain,low,non-veg,high,23.7
SU001387,male,24,167.8,69.6,endo,maintain,med,non-veg,medium,24.7
SU001388,male,47,182,67.1,ecto,loss,high,non-veg,medium,20.3
SU001389,male,19,174.3,68.1,meso,loss,med,veg,medium,22.4
SU001390,female,54,157.5,46.2,ecto,gain,high,veg,medium,18.6
SU001391,male,43,168.2,57.6,ecto,gain,med,non-veg,medium,20.4
SU001392,male,52,178.8,75,endo,maintain,med,non-veg,high,23.5
SU001393,male,22,172.1,66.5,meso,loss,med,non-veg,high,22.5
SU001394,male,19,180.1,75.3,meso,maintain,med,veg,low,23.2
SU001395,female,44,158.6,52.4,meso,maintain,med,non-veg,low,20.8
SU001396,male,29,175.5,58.3,ecto,gain,low,non-veg,medium,18.9
SU001397,male,51,170.9,54.2,ecto,gain,high,veg,medium,18.6
SU001398,male,18,169.5,61.8,meso,loss,low,non-veg,medium,21.5
SU001399,male,30,179.5,69,meso,maintain,med,non-veg,high,21.4
SU001400,male,46,177.2,71.7,meso,loss,high,veg,low,22.8
SU001401,male,52,174.6,77.4,endo,maintain,med,veg,high,25.4
SU001402,male,24,170.9,66.6,meso,gain,med,non-veg,high,22.8
SU001403,female,46,169.6,70.4,endo,maintain,med,veg,low,24.5
SU001404,male,40,183.8,69.1,ecto,maintain,high,non-veg,high,20.5
SU001405,male,51,169.8,58.2,ecto,maintain,med,non-veg,medium,20.2
SU001406,female,38,153,42.5,ecto,maintain,med,veg,medium,18.2
SU001407,female,19,149.5,43.6,meso,gain,low,non-veg,medium,19.5
SU001408,male,51,172.2,75.5,endo,maintain,low,veg,high,25.5
SU001409,male,59,167.8,61.3,meso,maintain,low,veg,high,21.8
SU001410,female,50,163.7,59.7,meso,loss,low,non-veg,medium,22.3
SU001411,male,32,171.3,66.9,meso,loss,low,veg,low,22.8
SU001412,male,36,171.2,60.8,ecto,gain,low,non-veg,high,20.7
SU001413,male,41,168.7,73.4,endo,maintain,med,veg,medium,25.8
SU001414,female,31,156.8,53.7,endo,maintain,med,non-veg,medium,21.8
SU001415,female,35,169.2,65.8,endo,maintain,low,non-veg,medium,23
SU001416,male,60,172.6,67.2,meso,loss,low,veg,low,22.6
SU001417,female,28,154,53.1,endo,maintain,low,non-veg,high,22.4
SU001418,male,25,176.4,71.2,meso,loss,high,veg,low,22.9
SU001419,male,48,180,68.9,meso,maintain,low,veg,medium,21.3
SU001420,female,46,164.6,58.2,meso,gain,med,non-veg,medium,21.5
SU001421,male,38,172,58.1,ecto,gain,low,veg,high,19.6
SU001422,male,43,175.7,69,meso,maintain,high,non-veg,low,22.4
SU001423,female,19,156.9,61.1,endo,loss,low,veg,medium,24.8
SU001424,male,44,170.8,62.6,meso,loss,low,non-veg,high,21.5
SU001425,male,32,161.2,51,ecto,loss,low,veg,medium,19.6
SU001426,male,19,167.2,59.1,meso,maintain,high,non-veg,medium,21.1
SU001427,female,33,147.1,40.9,meso,gain,med,veg,high,18.9
SU001428,female,32,163.8,54.5,ecto,gain,med,veg,high,20.3
SU001429,female,19,168.5,64.7,meso,loss,low,veg,medium,22.8
SU001430,female,31,152,52.2,endo,maintain,med,non-veg,high,22.6
SU001431,female,39,160.8,53.1,meso,gain,med,non-veg,low,20.5
SU001432,female,47,163.8,55.8,meso,loss,med,non-veg,medium,20.8
SU001433,male,52,170.6,61.8,meso,maintain,low,non-veg,high,21.2
SU001434,male,60,170.6,64.8,meso,maintain,med,veg,medium,22.3
SU001435,male,35,162.4,60.2,endo,maintain,med,non-veg,medium,22.8
SU001436,male,26,167.1,68.2,endo,maintain,med,non-veg,high,24.4
SU001437,male,24,183.1,82,endo,gain,low,veg,high,24.5
SU001438,male,27,175.8,74.9,endo,gain,low,veg,medium,24.2
SU001439,female,48,166.6,58,meso,loss,low,veg,high,20.9
SU001440,female,28,170.4,65.6,meso,loss,med,non-veg,medium,22.6
SU001441,male,60,177,77.7,endo,maintain,high,veg,low,24.8
SU001442,female,46,155.4,52,meso,maintain,low,non-veg,high,21.5
SU001443,female,23,157.3,61.9,endo,maintain,low,veg,medium,25
SU001444,male,58,174.1,67.4,meso,maintain,med,non-veg,low,22.2
SU001445,male,57,173.7,74.9,endo,gain,med,veg,high,24.8
SU001446,female,38,164.5,64.9,endo,maintain,low,veg,medium,24
SU001447,male,35,169,65.1,meso,maintain,med,non-veg,low,22.8
SU001448,male,37,171,65,meso,maintain,high,non-veg,low,22.2
SU001449,female,41,152.1,54.3,endo,maintain,high,non-veg,medium,23.5
SU001450,female,36,172,59.4,ecto,maintain,high,non-veg,low,20.1
SU001451,male,19,169.6,73.3,endo,maintain,high,veg,low,25.5
SU001452,male,18,174.5,64.2,meso,maintain,med,veg,high,21.1
SU001453,female,58,158.9,61.6,endo,loss,med,veg,low,24.4
SU001454,male,23,168.2,52.6,ecto,maintain,med,veg,low,18.6
SU001455,male,48,162.5,64,endo,gain,med,non-veg,high,24.2
SU001456,female,29,161.9,57.8,meso,maintain,low,non-veg,medium,22.1
SU001457,male,25,175.6,68.9,meso,maintain,low,veg,medium,22.3
SU001458,female,50,159.8,52.4,meso,loss,low,veg,medium,20.5
SU001459,female,36,159.1,62.4,endo,loss,low,veg,medium,24.7
SU001460,female,18,151.7,55.2,endo,maintain,med,veg,high,24
SU001461,male,54,165,54.2,ecto,maintain,high,non-veg,high,19.9
SU001462,male,32,172.9,65.3,meso,gain,low,non-veg,medium,21.8
SU001463,female,47,149,52,endo,maintain,med,veg,high,23.4
SU001464,female,58,169.7,59,ecto,loss,med,non-veg,high,20.5
SU001465,male,31,177.9,61.7,ecto,gain,med,veg,medium,19.5
SU001466,female,32,160.8,51.2,ecto,gain,med,non-veg,medium,19.8
SU001467,male,40,170.9,76.1,endo,maintain,low,veg,medium,26.1
SU001468,female,49,164.3,53.1,ecto,gain,low,veg,medium,19.7
SU001469,male,56,175.8,64.6,ecto,loss,low,non-veg,high,20.9
SU001470,female,41,155.7,52,meso,maintain,low,veg,low,21.4
SU001471,female,35,163.7,58.1,meso,gain,med,veg,low,21.7
SU001472,male,55,175.8,70.9,meso,maintain,high,veg,medium,22.9
SU001473,male,42,161.9,66.5,endo,maintain,med,veg,medium,25.4
SU001474,female,42,152.4,55.5,endo,loss,med,veg,low,23.9
SU001475,male,32,174.9,66.2,meso,gain,low,non-veg,medium,21.6
SU001476,male,59,175.8,58.4,ecto,gain,high,non-veg,medium,18.9
SU001477,female,33,159.8,56.7,endo,maintain,med,non-veg,low,22.2
SU001478,female,23,163.3,56.3,meso,loss,med,non-veg,medium,21.1
SU001479,female,38,156.6,43.9,ecto,gain,low,veg,high,17.9
SU001480,male,21,173,76.1,endo,maintain,med,non-veg,medium,25.4
SU001481,female,59,156.7,52.3,meso,loss,low,non-veg,high,21.3
SU001482,male,26,167.8,59,meso,maintain,high,veg,low,21
SU001483,male,41,164.5,65.5,endo,maintain,low,non-veg,high,24.2
SU001484,female,27,160.4,55.7,meso,gain,low,veg,low,21.6
SU001485,male,33,169.8,53.6,ecto,gain,med,veg,medium,18.6
SU001486,male,26,165.5,56.1,meso,maintain,low,non-veg,medium,20.5
SU001487,female,19,156.5,51.3,meso,loss,med,non-veg,low,20.9
SU001488,male,55,169.8,67.4,endo,loss,med,non-veg,medium,23.4
SU001489,female,35,155.8,49.3,meso,maintain,med,veg,low,20.3
SU001490,male,59,168.6,55.6,ecto,gain,low,non-veg,medium,19.6
SU001491,male,25,174.4,61.9,ecto,maintain,high,non-veg,high,20.4
SU001492,male,55,179.4,81.1,endo,gain,med,veg,medium,25.2
SU001493,female,31,156.4,51.9,meso,maintain,low,veg,low,21.2
SU001494,female,43,166.1,58.2,meso,gain,low,non-veg,medium,21.1
SU001495,male,22,181.1,76.1,meso,maintain,high,non-veg,medium,23.2
SU001496,female,54,148.6,52.3,endo,maintain,low,non-veg,medium,23.7
SU001497,female,22,162.4,50.3,ecto,gain,med,veg,low,19.1
SU001498,male,25,174.3,79.5,endo,maintain,med,non-veg,low,26.2
SU001499,male,25,167.5,55.9,ecto,gain,low,non-veg,medium,19.9
SU001500,male,31,170.3,59,ecto,maintain,med,veg,medium,20.3
SU001501,male,54,169.6,67.7,endo,maintain,med,non-veg,high,23.5
SU001502,female,30,150.7,42.8,ecto,gain,med,veg,medium,18.8
SU001503,female,53,165.5,67.1,endo,maintain,med,veg,high,24.5
SU001504,female,52,161.7,48,ecto,gain,med,non-veg,medium,18.4
SU001505,female,44,157.1,47.5,ecto,gain,med,non-veg,medium,19.2
SU001506,female,41,170.6,75.6,endo,maintain,low,veg,low,26
SU001507,female,52,165.3,67,endo,maintain,low,veg,medium,24.5
SU001508,male,54,165.5,50.6,ecto,gain,high,veg,medium,18.5
SU001509,male,50,158.4,53.8,meso,maintain,med,non-veg,medium,21.4
SU001510,female,49,155.5,44.5,ecto,gain,med,non-veg,medium,18.4
SU001511,female,32,161.3,53.3,meso,maintain,med,non-veg,high,20.5
SU001512,male,18,180.5,86,endo,maintain,high,non-veg,medium,26.4
SU001513,female,33,163.7,60.4,endo,maintain,low,veg,medium,22.5
SU001514,male,29,170.8,68.1,endo,gain,med,veg,medium,23.3
SU001515,female,18,152.8,47.4,meso,maintain,low,non-veg,low,20.3
SU001516,male,49,175.5,76.2,endo,maintain,med,non-veg,medium,24.7
SU001517,male,45,170.6,60.6,meso,maintain,med,non-veg,high,20.8
SU001518,male,48,172.1,59.2,ecto,maintain,low,veg,high,20
SU001519,female,39,162,48.6,ecto,gain,high,veg,medium,18.5
SU001520,male,26,160.4,52,meso,loss,med,veg,medium,20.2
SU001521,female,54,152,46.8,meso,gain,high,non-veg,low,20.3
SU001522,female,28,155.2,47.1,ecto,maintain,med,non-veg,medium,19.6
SU001523,female,49,162.6,49.6,ecto,maintain,med,non-veg,medium,18.8
SU001524,female,32,165.2,56.7,meso,loss,high,non-veg,low,20.8
SU001525,male,46,176.6,69.2,meso,maintain,med,non-veg,high,22.2
SU001526,male,35,168.6,64,meso,maintain,med,veg,low,22.5
SU001527,female,43,162.5,54.5,meso,loss,low,non-veg,low,20.6
SU001528,female,53,160.4,48.4,ecto,gain,low,non-veg,low,18.8
SU001529,male,30,181.8,63.4,ecto,gain,low,non-veg,low,19.2
SU001530,male,37,175.9,79.9,endo,loss,low,non-veg,high,25.8
SU001531,female,48,149.5,43,meso,maintain,low,non-veg,medium,19.2
SU001532,male,22,169.2,63.1,meso,maintain,high,veg,low,22
SU001533,female,32,157.4,55.8,endo,maintain,med,non-veg,low,22.5
SU001534,female,43,165.4,58.8,meso,gain,high,veg,high,21.5
SU001535,female,59,157.6,59.1,endo,maintain,med,veg,medium,23.8
SU001536,male,27,172,74.4,endo,gain,low,veg,medium,25.1
SU001537,female,37,153.2,55.7,endo,maintain,med,non-veg,high,23.7
SU001538,male,48,173.3,66.7,meso,loss,med,non-veg,medium,22.2
SU001539,female,35,158,56.3,endo,gain,med,veg,high,22.6
SU001540,male,39,176,69.5,meso,maintain,med,veg,medium,22.4
SU001541,male,36,173.9,60,ecto,maintain,med,non-veg,medium,19.8
SU001542,female,58,166.4,56.1,ecto,maintain,med,non-veg,medium,20.3
SU001543,female,33,157.5,49.5,meso,maintain,med,non-veg,medium,20
SU001544,female,53,163.9,68.3,endo,maintain,low,veg,high,25.4
SU001545,female,50,168,61.1,meso,maintain,low,veg,medium,21.6
SU001546,male,26,171.1,59.8,ecto,maintain,med,non-veg,low,20.4
SU001547,female,26,166,62.5,endo,maintain,high,non-veg,low,22.7
SU001548,female,36,155.1,48.4,meso,maintain,low,non-veg,medium,20.1
SU001549,male,27,177.8,63.3,ecto,loss,med,non-veg,low,20
SU001550,male,23,170.8,61.3,meso,loss,med,non-veg,high,21
SU001551,female,32,159.9,49.5,ecto,gain,med,non-veg,high,19.4
SU001552,female,46,160.5,48.7,ecto,gain,low,veg,high,18.9
SU001553,female,57,157,60.6,endo,maintain,low,non-veg,low,24.6
SU001554,male,49,166.3,57.6,meso,loss,med,non-veg,low,20.8
SU001555,female,28,160,58.6,endo,maintain,low,veg,medium,22.9
SU001556,female,19,165,59.7,meso,loss,med,non-veg,low,21.9
SU001557,female,41,163.9,55.9,meso,maintain,med,non-veg,high,20.8
SU001558,female,48,162.5,50.8,ecto,maintain,low,non-veg,medium,19.2
SU001559,male,42,179.7,68.5,meso,loss,med,veg,high,21.2
SU001560,female,46,165.1,50.9,ecto,gain,low,non-veg,high,18.7
SU001561,male,51,174.5,62.8,ecto,maintain,high,non-veg,medium,20.6
SU001562,female,53,148.1,45.3,meso,maintain,med,veg,low,20.7
SU001563,male,22,173.4,73,endo,loss,low,non-veg,medium,24.3
SU001564,male,33,164.5,68,endo,maintain,low,veg,medium,25.1
SU001565,male,43,179.3,64.8,ecto,maintain,low,veg,low,20.2
SU001566,male,47,163.3,52.7,ecto,maintain,low,veg,medium,19.8
SU001567,female,26,154.1,43.3,ecto,gain,med,non-veg,medium,18.2
SU001568,female,56,164.6,60.7,meso,loss,high,non-veg,medium,22.4
SU001569,female,26,157.6,57.6,endo,maintain,low,non-veg,medium,23.2
SU001570,female,19,167.8,61.9,meso,loss,low,veg,medium,22
SU001571,male,59,175.8,75.7,endo,maintain,med,veg,high,24.5
SU001572,female,31,157.4,53.7,meso,gain,med,veg,high,21.7
SU001573,female,41,152.6,41.9,ecto,gain,med,non-veg,medium,18
SU001574,female,20,163.3,61.5,endo,gain,high,non-veg,medium,23.1
SU001575,male,18,176.2,77.3,endo,loss,low,non-veg,medium,24.9
SU001576,female,39,160.7,57.7,endo,maintain,med,non-veg,medium,22.3
SU001577,male,46,162.5,63.3,endo,gain,med,non-veg,medium,24
SU001578,male,42,169,59.9,meso,maintain,med,non-veg,medium,21
SU001579,male,23,175.2,67.1,meso,loss,low,veg,low,21.9
SU001580,male,45,172.2,62.2,meso,gain,low,non-veg,low,21
SU001581,female,48,158.6,60.7,endo,maintain,low,non-veg,low,24.1
SU001582,female,57,157.4,52,meso,maintain,med,non-veg,high,21
SU001583,female,58,152.3,48.5,meso,maintain,med,non-veg,high,20.9
SU001584,male,32,167.1,66.2,endo,gain,med,veg,high,23.7
SU001585,female,21,162.6,65.7,endo,gain,low,non-veg,low,24.8
SU001586,male,47,175.4,75.5,endo,maintain,high,non-veg,medium,24.5
SU001587,female,37,164.8,54.7,ecto,maintain,low,non-veg,high,20.1
SU001588,female,27,162.1,54.8,meso,maintain,high,veg,medium,20.9
SU001589,female,43,157.2,49.8,meso,maintain,med,non-veg,medium,20.2
SU001590,female,23,157.7,46.4,ecto,gain,low,non-veg,low,18.7
SU001591,male,21,165.9,55.3,ecto,maintain,low,veg,high,20.1
SU001592,male,20,178.8,60.9,ecto,loss,low,veg,high,19
SU001593,male,30,171.5,75.6,endo,loss,high,non-veg,medium,25.7
SU001594,female,26,165,53.8,ecto,maintain,med,veg,medium,19.8
SU001595,male,36,174.1,60.1,ecto,maintain,high,non-veg,medium,19.8
SU001596,female,44,154.7,54.1,endo,loss,low,non-veg,medium,22.6
SU001597,male,27,175.1,62.3,ecto,maintain,low,non-veg,low,20.3
SU001598,female,38,160,54.7,meso,gain,med,non-veg,low,21.4
